depot,service_number,product,avg_seats_per_bus,route,dep_time,arr_time,planned_kms,planned_trips,planned_per_trip,breakeven_cpk,can_be_cancelled
BANSWADA,WGL1,EXP,53,NZBD-WGL,16:30,09:35,567,2,283.5,18.67,0
BANSWADA,WGL7,EXP,53,NZBD-WGL,17:15,10:30,567,2,283.5,18.67,0
BANSWADA,WGL4,EXP,53,NZBD-WGL,18:10,12:15,567,2,283.5,18.67,0
BANSWADA,DGL8,EXP,53,KAMAREDDY,07:10,21:40,483,8,60.375,18.67,0
BANSWADA,DN01,EXP,53,KAMARDDY,07:50,22:10,483,8,60.375,18.67,0
BANSWADA,KMR8,EXP,53,KAMAREDDY,06:30,21:00,483,8,60.375,18.67,0
BANSWADA,KMR9,EXP,53,KAMAREDDY,05:30,20:00,483,8,60.375,18.67,0
BANSWADA,WGL6,EXP,53,NZBD-WGL,05:00,21:40,567,2,283.5,18.67,0
BANSWADA,WGL5,EXP,53,NZBD-WGL,06:00,22:15,567,2,283.5,18.67,0
BANSWADA,WGL2,EXP,53,NZBD-WGL,06:45,23:45,567,2,283.5,18.67,0
BANSWADA,WGL8,EXP,53,NZBD-WGL,07:05,23:45,567,2,283.5,18.67,0
BANSWADA,WGL9,EXP,53,NZBD-WGL,07:25,00:05,567,2,283.5,18.67,0
BANSWADA,BCR1,EXP,53,NZBD-CHENNUR,06:40,20:45,543,2,271.5,18.67,0
BANSWADA,HN03,EXP,53,PITLAM-SRD-HYD,04:00,16:00,423,2,211.5,18.67,0
BANSWADA,KJB2,EXP,53,MDK-JBS,05:15,15:15,390,2,195,18.67,0
BANSWADA,MJ20,EXP,53,NZB-MDK-JBS,07:45,21:10,490,5,98,18.67,0
BANSWADA,DGL7,IO,53,DEGLUR,12:30,11:15,435,8,54.375,18.67,0
BANSWADA,AUR1,IO,53,AURAD,13:15,11:35,387,4,96.75,18.67,0
BANSWADA,GDR1,OR,53,JUKKAL-GUNDUR,12:00,10:10,389,14,27.78571429,18.67,0
BANSWADA,BSR1,OR,53,PITLAM-MALLUR,12:00,10:00,383,17,22.52941176,18.67,0
BANSWADA,GPT1,OR,53,GOPALPET,12:30,10:05,392,12,32.66666667,18.67,0
BANSWADA,HNG1,IO,53,BKD-HANEGAO,05:00,19:30,391,6,65.16666667,18.67,0
BANSWADA,AUR2,IO,53,KAGTI-AURAD,05:00,06:00,397,10,39.7,18.67,0
BANSWADA,JDG1,IO,53,JUKKAL - DEGLUR,06:00,20:35,373,14,26.64285714,18.67,0
BANSWADA,BDN1,IO,53,BODHAN-DEGLUR,06:30,21:15,407,12,33.91666667,18.67,0
BANSWADA,HNG3,IO,53,BKD-MALEGAO,07:00,20:40,363,6,60.5,18.67,0
BANSWADA,KNG1,OR,53,BSWD - KANGTI,05:30,20:15,387,8,48.375,18.67,0
BANSWADA,BKD5,OR,53,BKD-DONGLI,06:00,20:00,395,12,32.91666667,18.67,0
BANSWADA,DGL3,OR,53,NIZAMABAD,06:00,20:10,375,12,31.25,18.67,0
BANSWADA,VWD1,OR,53,BKD-SOPUR,06:00,20:00,395,10,39.5,18.67,0
BANSWADA,BPD1,OR,53,BADAPAHAD,06:30,21:00,377,10,37.7,18.67,0
BANSWADA,BRK3,OR,53,BIRRKUR,06:30,21:05,377,24,15.70833333,18.67,0
BANSWADA,KPC1,OR,53,KOWLAS-POCHARAM,06:30,20:00,395,8,49.375,18.67,0
BANSWADA,VEL1,OR,53,VELLUTLA,06:30,20:50,373,10,37.3,18.67,0
BANSWADA,MBR1,OR,53,BSWD-MEDAK,06:40,19:50,346,8,43.25,18.67,0
BANSWADA,BKD2,OR,53,MASANPALLY,06:45,21:20,363,18,20.16666667,18.67,0
BANSWADA,MRJ1,OR,53,BSWD-PITLAM,06:45,21:00,376,16,23.5,18.67,0
BANSWADA,PTL5,OR,53,B.D.PALLY-PITLAM,06:50,20:20,363,16,22.6875,18.67,0
BANSWADA,PTL6,OR,53,PTLM-KODAPGAL,07:00,21:40,375,8,46.875,18.67,0
BANSWADA,GPR1,OR,53,GALIPUR,07:30,20:50,341,10,34.1,18.67,0
BANSWADA,NZX5,OR,53,GANDIVET-NZBD,07:30,21:30,400,10,40,18.67,0
BANSWADA,NZB1,OR,53,DEGLUR - NZBD,08:00,21:40,373,8,46.625,18.67,0
BANSWADA,NZB7,OR,53,VARNI-NZBD,08:00,20:55,355,10,35.5,18.67,0
BANSWADA,JUK1,OR,53,BSWD-NIZAMABAD,08:30,22:30,419,8,52.375,18.67,0
BANSWADA,NZD1,IO,53,NZBD-DEGLUR,07:00,18:15,323,6,53.83333333,18.67,0
BANSWADA,PTL2,OR,53,KATEPALLY-PITLAM,06:30,18:10,296,8,37,18.67,0
BANSWADA,MEL1,OR,53,BKD-ELLARAM,06:45,18:45,300,10,30,18.67,0
BANSWADA,HPT1,OR,53,HANMAJIPET,07:00,18:40,304,6,50.66666667,18.67,0
BANSWADA,GTY1,PVG,53,GANDIVET-YLRD,07:00,18:40,303,6,50.5,18.67,0
BANSWADA,NZB9,PO,55,NIZAMABAD,14:20,10:10,419,8,52.375,18.18,0
BANSWADA,KMR1,PO,55,KAMAREDDY,05:50,20:40,360,6,60,18.18,0
BANSWADA,RRM2,PO,55,YELLAREDDY,05:45,19:20,351,12,29.25,18.18,0
BANSWADA,KMR3,PO,55,KAMAREDDY,06:10,21:00,360,6,60,18.18,0
BANSWADA,PTL1,PO,55,PITLAM,06:30,20:15,350,14,25,18.18,0
BANSWADA,SDT1,PO,55,SAMUNDER THANDA,06:00,22:05,403,10,40.3,18.18,0
BANSWADA,BDN2,PO,55,PITLAM-KANGTI,06:45,19:20,363,8,45.375,18.18,0
BANSWADA,BKD4,PO,55,NIZAMABAD,06:45,20:25,416,8,52,18.18,0
BANSWADA,BKD1,PO,55,BICHKUNDA,07:15,21:35,392,14,28,18.18,0
BANSWADA,NZS2,PE,52,NIZAMABAD,07:15,19:35,416,8,52,18.18,0
BANSWADA,MJ12,PE,52,MDK-JBS,07:45,18:15,333,2,166.5,18.18,0
BANSWADA,NZS7,PE,52,NIZAMABAD,07:45,20:15,416,8,52,18.18,0
BANSWADA,NS03,PE,52,NIZAMABAD,08:20,20:35,416,8,52,18.18,0
BANSWADA,NHX2,PE,52,NZB-HYD,09:00,22:00,436,2,218,18.18,0
BANSWADA,YRD2,PO,55,KOTHABADI-YLRD,07:30,18:05,297,10,29.7,18.18,0
BANSWADA,YRD1,PO,55,YELLAREDDY,08:40,19:35,297,10,29.7,18.18,0
BANSWADA,NSD1,SDL,59,NIZAMABAD,06:30,18:10,419,8,52.375,18.67,0
BANSWADA,NSD2,SDL,59,NIZAMABAD,08:00,19:40,419,8,52.375,18.67,0
BANSWADA,NHX4,EXP,53,NZB-MDK-MGBS,07:00,21:55,467,3,155.6666667,18.67,0
BANSWADA,NHX9,EXP,53,NZB-MDK-MGBS,08:15,22:40,467,3,155.6666667,18.67,0
BANSWADA,NKD1,EXP,53,NZB-BSWD-PTL-NKD,06:15,19:55,481,6,80.16666667,18.67,0
BANSWADA,MDE1,EXP,53,BSWD-MEDAK,05:45,19:15,465,6,77.5,18.67,0
BANSWADA,KJB7,EXP,53,KMR-JBS,08:20,20:45,439,3,146.3333333,18.67,0
CONTONMENT,11,MS,43,279,06:40,13:45,160,4,40,21.12,0
CONTONMENT,12,MS,43,279,15:34,22:54,160,4,40,21.12,0
CONTONMENT,32,MO,60,212/568,12:15,09:35,396,8,50,22.63,0
CONTONMENT,61,CO,60,5G,06:00,13:00,127,6,21,21.04,0
CONTONMENT,62,CO,60,5G,13:55,20:55,127,6,21,21.04,0
CONTONMENT,81,CO,60,107JS,04:40,12:20,136,6,23,21.04,0
CONTONMENT,82,CO,60,107JS,12:55,20:25,136,6,23,21.04,0
CONTONMENT,91,SN,42,5G,06:45,14:00,125,6,21,21.95,0
CONTONMENT,92,SN,42,5G,14:50,21:50,125,6,21,21.95,0
CONTONMENT,101,SN,42,5K,06:25,18:10,220,16,14,21.95,0
CONTONMENT,141,MS,43,279,05:12,12:33,166,4,42,21.12,0
CONTONMENT,142,MS,43,279,15:15,22:31,166,4,42,21.12,0
CONTONMENT,151,MS,43,279,05:25,12:40,166,4,42,21.12,0
CONTONMENT,152,MS,43,279,15:20,22:41,166,4,42,21.12,0
CONTONMENT,162,CO,60,5K,12:45,10:55,294,12,25,21.04,0
CONTONMENT,171,CO,60,16A,05:45,12:50,122,8,15,21.04,0
CONTONMENT,172,CO,60,16A,14:25,21:30,122,8,15,21.04,0
CONTONMENT,181,SN,42,5K,06:42,18:27,220,16,14,21.95,0
CONTONMENT,202,CO,60,16A,13:55,10:20,251,14,18,21.04,0
CONTONMENT,211,CO,60,16C,06:45,13:45,126,8,16,21.04,0
CONTONMENT,212,CO,60,16C,14:45,21:50,126,8,16,21.04,0
CONTONMENT,251,CO,60,107JS,07:40,15:00,134,6,22,21.04,0
CONTONMENT,252,CO,60,107JS,16:05,23:30,134,6,22,21.04,0
CONTONMENT,271,CO,60,16A,06:40,13:45,122,8,15,21.04,0
CONTONMENT,272,CO,60,16A,15:45,23:10,122,8,15,21.04,0
CONTONMENT,281,ME,43,107J/L,06:00,13:25,136,6,23,21.12,0
CONTONMENT,282,ME,43,107J/L,14:10,21:35,136,6,23,21.12,0
CONTONMENT,321,CO,60,23B,05:25,13:00,128,10,13,21.04,0
CONTONMENT,322,CO,60,23B,13:15,20:45,128,10,13,21.04,0
CONTONMENT,331,ME,43,107JS,05:20,13:05,136,6,23,21.12,0
CONTONMENT,332,ME,43,107JS,13:35,21:15,136,6,23,21.12,0
CONTONMENT,341,CO,60,107JS,07:00,14:25,134,6,22,21.04,0
CONTONMENT,342,CO,60,107JS,15:25,22:50,134,6,22,21.04,0
CONTONMENT,391,CO,60,16X,06:15,12:50,114,12,10,21.04,0
CONTONMENT,392,CO,60,16X,14:55,22:35,128,10,13,21.04,0
CONTONMENT,431,CO,60,14X,06:35,13:30,114,12,10,21.04,0
CONTONMENT,432,CO,60,14X,15:20,22:45,128,10,13,21.04,0
CONTONMENT,442,ME,43,47L,12:35,09:55,252,12,21,21.12,0
CONTONMENT,452,CO,60,47L,14:15,11:55,252,12,21,21.04,0
CONTONMENT,461,CO,60,16CR,06:12,13:07,126,6,21,21.04,0
CONTONMENT,462,CO,60,16CR,13:45,20:47,126,6,21,21.04,0
CONTONMENT,472,CO,60,47L,12:50,10:25,254,12,21,21.04,0
CONTONMENT,481,ME,43,107J/L,06:45,14:15,136,6,23,21.12,0
CONTONMENT,482,ME,43,107J/L,14:55,22:25,136,6,23,21.12,0
CONTONMENT,512,SN,42,2C-DN,12:45,10:10,275,12,23,21.95,0
CONTONMENT,521,CO,60,47L,05:30,12:55,126,7,18,21.04,0
CONTONMENT,522,CO,60,47L,14:05,21:20,120,6,20,21.04,0
CONTONMENT,541,CO,60,20P,06:03,13:18,113,10,11,21.04,0
CONTONMENT,542,CO,60,20P,13:38,20:53,113,10,11,21.04,0
CONTONMENT,551,CO,60,20P,06:21,13:37,113,10,11,21.04,0
CONTONMENT,552,CO,60,20P,13:56,21:11,113,10,11,21.04,0
CONTONMENT,591,CO,60,20P,05:45,13:02,113,10,11,21.04,0
CONTONMENT,592,CO,60,20P,13:20,20:39,113,10,11,21.04,0
CONTONMENT,601,SN,42,5M,05:50,13:10,126,8,16,21.95,0
CONTONMENT,602,SN,42,5M,14:05,21:25,126,8,16,21.95,0
CONTONMENT,631,CO,60,20P,06:39,13:57,113,10,11,21.04,0
CONTONMENT,632,CO,60,20P,14:14,21:29,113,10,11,21.04,0
CONTONMENT,641,SN,42,107VR,07:20,14:45,134,6,22,21.95,0
CONTONMENT,642,SN,42,107VR,15:50,23:15,134,6,22,21.95,0
CONTONMENT,721,SN,42,107VR,04:20,11:45,136,6,23,21.95,0
CONTONMENT,722,SN,42,107VR,12:25,19:55,136,6,23,21.95,0
CONTONMENT,751,CO,60,16A,05:30,12:30,122,8,15,21.04,0
CONTONMENT,752,CO,60,16A,14:15,21:20,122,8,15,21.04,0
CONTONMENT,761,CO,60,16C,06:35,13:10,126,7,18,21.04,0
CONTONMENT,762,CO,60,16C,15:35,22:35,126,8,16,21.04,0
CONTONMENT,771,SN,42,107VR,06:15,13:40,134,6,22,21.95,0
CONTONMENT,772,SN,42,107VR,14:35,21:55,134,6,22,21.95,0
CONTONMENT,831,ME,43,16A,07:05,14:05,122,8,15,21.12,0
CONTONMENT,832,ME,43,16A,16:35,23:30,122,8,15,21.12,0
CONTONMENT,851,CO,60,107J/L,05:00,12:30,136,6,23,21.04,0
CONTONMENT,852,CO,60,107J/L,13:10,20:45,136,6,23,21.04,0
CONTONMENT,872,CO,60,16C,13:35,10:35,272,14,19,21.04,0
CONTONMENT,921,ME,43,107JS,06:25,14:00,134,6,22,21.12,0
CONTONMENT,922,ME,43,107JS,14:50,22:15,134,6,22,21.12,0
CONTONMENT,951,CO,60,44EX,05:45,12:55,107,13,8,21.04,0
CONTONMENT,952,CO,60,44EX,13:30,20:40,107,13,8,21.04,0
CONTONMENT,961,SN,42,107VR,06:55,14:20,134,6,22,21.95,0
CONTONMENT,962,SN,42,107VR,15:20,22:35,134,6,22,21.95,0
CONTONMENT,972,SN,42,2C-DN,13:45,10:30,275,12,23,21.95,0
CONTONMENT,991,CO,60,16C,06:20,13:20,126,8,16,21.04,0
CONTONMENT,992,CO,60,16C,13:55,20:50,126,8,16,21.04,0
CONTONMENT,1021,CO,60,16C,06:00,12:55,126,8,16,21.04,0
CONTONMENT,1022,CO,60,16C,13:45,20:40,126,8,16,21.04,0
CONTONMENT,1031,CO,60,16C,05:45,12:50,126,8,16,21.04,0
CONTONMENT,1032,CO,60,16C,13:10,20:30,126,8,16,21.04,0
CONTONMENT,1041,CO,60,44EX,07:00,14:15,110,13,8,21.04,0
CONTONMENT,1042,CO,60,44EX,15:10,22:30,110,13,8,21.04,0
CONTONMENT,1061,ME,43,16A,06:20,13:25,122,8,15,21.12,0
CONTONMENT,1062,ME,43,16A,14:45,21:40,122,8,15,21.12,0
CONTONMENT,1071,CO,60,16A,04:45,11:50,122,8,15,21.04,0
CONTONMENT,1072,CO,60,16A,13:30,20:25,122,8,15,21.04,0
CONTONMENT,1132,ME,43,16A,14:35,10:50,265,14,19,21.12,0
CONTONMENT,1232,PM,60,0.373239437,14:55,11:10,358,8,45,21.14,0
CONTONMENT,1241,CO,60,20P,06:57,14:17,113,10,11,21.04,0
CONTONMENT,1242,CO,60,20P,14:32,21:47,113,10,11,21.04,0
CONTONMENT,1281,CO,60,23B,06:25,13:45,126,12,11,21.04,0
CONTONMENT,1282,CO,60,23B,14:10,21:30,129,12,11,21.04,0
CONTONMENT,1301,CO,60,23B,04:45,12:10,129,12,11,21.04,0
CONTONMENT,1302,CO,60,23B,13:30,20:55,129,12,11,21.04,0
CONTONMENT,1331,MS,43,24B/281,07:05,20:50,294,8,37,21.12,0
CONTONMENT,1351,MS,43,24B/281,07:45,21:30,294,8,37,21.12,0
CONTONMENT,1371,MS,43,24B/281,08:05,21:50,294,8,37,21.12,0
CONTONMENT,1411,PA,43,4 279,06:06,13:11,160,4,40,21.12,0
CONTONMENT,1412,PA,43,4 279,15:10,22:26,160,4,40,21.12,0
CONTONMENT,1452,CO,60,47L,13:35,11:25,242,12,20,21.04,0
CONTONMENT,1502,PM,60,0.373239437,16:10,12:20,349,6,58,21.14,0
CONTONMENT,1511,CO,60,16C,06:55,14:05,126,8,16,21.04,0
CONTONMENT,1512,CO,60,16C,14:35,21:30,126,8,16,21.04,0
CONTONMENT,1541,CO,60,107J/L,07:10,14:40,136,6,23,21.04,0
CONTONMENT,1542,CO,60,107J/L,15:20,23:00,136,6,23,21.04,0
CONTONMENT,1581,CO,60,16C,07:35,14:45,126,8,16,21.04,0
CONTONMENT,1582,CO,60,16C,15:10,22:15,126,8,16,21.04,0
CONTONMENT,1641,SN,42,107VR,05:40,13:05,134,6,22,21.95,0
CONTONMENT,1642,SN,42,107VR,14:05,21:20,134,6,22,21.95,0
CONTONMENT,1731,SN,42,5M,05:10,12:30,126,6,21,21.95,0
CONTONMENT,1732,SN,42,5M,13:15,20:30,126,6,21,21.95,0
CONTONMENT,1791,MS,43,279,05:06,12:14,160,4,40,21.12,0
CONTONMENT,1792,MS,43,279,14:19,21:27,160,4,40,21.12,0
CONTONMENT,1801,SU,60,24B/281,05:15,18:40,294,8,37,22.16,0
CONTONMENT,1821,CO,60,5K,08:15,20:00,220,16,14,21.04,0
CONTONMENT,1831,ME,43,5K,09:57,21:45,220,16,14,21.12,0
CONTONMENT,1841,SU,60,24B/281,06:05,19:35,294,8,37,22.16,0
CONTONMENT,1921,MS,43,279,04:00,11:05,160,4,40,21.12,0
CONTONMENT,1922,MS,43,279,13:13,20:20,160,4,40,21.12,0
CONTONMENT,1961,MS,43,279,04:36,11:44,160,4,40,21.12,0
CONTONMENT,1962,MS,43,279,13:45,20:55,160,4,40,21.12,0
CONTONMENT,1971,PA,43,4 279,05:40,12:38,158,4,40,21.12,0
CONTONMENT,1972,PA,43,4 279,14:40,21:56,158,4,40,21.12,0
CONTONMENT,2081,EA,35,G12EAC219,05:35,20:25,270,7,39,61,0
CONTONMENT,2091,EA,35,G15EAC219,06:05,21:25,263,6,44,61,0
CONTONMENT,2111,EA,35,G23EAC219,06:05,21:35,289,6,48,61,0
CONTONMENT,2121,EA,35,219,04:50,11:10,127,4,32,61,0
CONTONMENT,2122,EA,35,219,13:10,19:30,127,4,32,61,0
CONTONMENT,2131,EA,35,G25EAC219,05:10,21:05,255,7,36,61,0
CONTONMENT,2141,EA,35,G27EAC219,05:20,21:15,250,7,36,61,0
CONTONMENT,2161,EM,35,47L,04:15,11:00,121,6,20,57.9,0
CONTONMENT,2162,EM,35,47L,13:00,19:45,121,6,20,57.9,0
CONTONMENT,2171,EM,35,47L,04:35,11:20,121,6,20,57.9,0
CONTONMENT,2172,EM,35,47L,13:20,20:05,121,6,20,57.9,0
CONTONMENT,2181,EM,35,47L,04:55,11:40,121,6,20,57.9,0
CONTONMENT,2182,EM,35,47L,13:40,20:25,121,6,20,57.9,0
CONTONMENT,2191,EM,35,47L,05:15,12:00,121,6,20,57.9,0
CONTONMENT,2192,EM,35,47L,14:00,20:45,121,6,20,57.9,0
CONTONMENT,2201,EM,35,47L,05:35,12:20,121,6,20,57.9,0
CONTONMENT,2202,EM,35,47L,14:20,21:05,121,6,20,57.9,0
CONTONMENT,2211,EM,35,47L,05:45,12:30,121,6,20,57.9,0
CONTONMENT,2212,EM,35,47L,14:30,21:15,121,6,20,57.9,0
CONTONMENT,2221,EM,35,47L,06:05,12:50,121,6,20,57.9,0
CONTONMENT,2222,EM,35,47L,14:50,21:30,121,6,20,57.9,0
CONTONMENT,2231,EM,35,47L,06:15,13:00,121,6,20,57.9,0
CONTONMENT,2232,EM,35,47L,15:00,21:45,121,6,20,57.9,0
CONTONMENT,2241,EM,35,47L,06:35,13:20,121,6,20,57.9,0
CONTONMENT,2242,EM,35,47L,15:20,22:05,121,6,20,57.9,0
CONTONMENT,2251,EM,35,47L,06:55,13:50,121,6,20,57.9,0
CONTONMENT,2252,EM,35,47L,15:40,22:20,121,6,20,57.9,0
CONTONMENT,2261,EM,35,47L,07:15,14:00,121,6,20,57.9,0
CONTONMENT,2262,EM,35,47L,16:00,22:45,121,6,20,57.9,0
CONTONMENT,2271,EM,35,47L,07:35,14:20,121,6,20,57.9,0
CONTONMENT,2272,EM,35,47L,16:20,23:05,121,6,20,57.9,0
CONTONMENT,2281,EA,35,G26EAC219,05:15,20:35,250,8,31,61,0
CONTONMENT,2291,EA,35,G29EAC219,05:40,20:40,247,7,35,61,0
CONTONMENT,2301,EA,35,G52EAC219,05:20,20:50,254,7,36,61,0
CONTONMENT,2311,EA,35,219ION,06:25,21:50,226,10,23,61,0
CONTONMENT,2362,VC,34,16A,11:50,09:35,276,12,23,23.345,0
CONTONMENT,2372,VC,34,16A,12:15,10:25,276,12,23,23.345,0
CONTONMENT,2381,VR,34,279,04:15,18:40,320,8,40,23.345,0
CONTONMENT,2391,VR,34,279,04:45,19:10,320,8,40,23.345,0
CONTONMENT,2401,VR,34,279,05:15,19:40,320,8,40,23.345,0
CONTONMENT,2411,ME,43,5K,06:59,18:51,220,16,14,21.12,0
CONTONMENT,2421,ME,43,5K,07:16,19:01,220,16,14,21.12,0
CONTONMENT,2431,ME,43,5K,07:33,19:18,220,16,14,21.12,0
CONTONMENT,2441,EO,60,24B/281,05:00,11:50,130,4,32,57.9,0
CONTONMENT,2442,EO,60,24B/281,13:30,20:30,130,4,32,57.9,0
CONTONMENT,2451,EO,60,24B/281,06:25,13:15,130,4,32,57.9,0
CONTONMENT,2452,EO,60,24B/281,15:50,22:35,130,4,32,57.9,0
CONTONMENT,2461,EO,60,24B/281,07:25,14:20,130,4,32,57.9,0
CONTONMENT,2462,EO,60,24B/281,16:45,23:25,130,4,32,57.9,0
CONTONMENT,2471,VR,34,279,05:45,20:10,320,8,40,23.345,0
CONTONMENT,2481,EM,35,24B/281,05:30,12:25,130,4,32,57.9,0
CONTONMENT,2482,EM,35,24B/281,14:20,21:10,130,4,32,57.9,0
CONTONMENT,2491,EM,35,24B/281,05:50,12:40,130,4,32,57.9,0
CONTONMENT,2492,EM,35,24B/281,15:30,22:10,130,4,32,57.9,0
CONTONMENT,2501,EM,35,24B/281,06:45,13:40,130,4,32,57.9,0
CONTONMENT,2502,EM,35,24B/281,16:25,23:00,130,4,32,57.9,0
CONTONMENT,2511,EM,35,279,04:18,11:26,158,4,40,57.9,0
CONTONMENT,2512,EM,35,279,13:30,20:39,158,4,40,57.9,0
CONTONMENT,2521,EM,35,279,04:54,12:02,158,4,40,57.9,0
CONTONMENT,2522,EM,35,279,14:10,21:15,158,4,40,57.9,0
CONTONMENT,2531,EM,35,279,05:18,12:25,158,4,40,57.9,0
CONTONMENT,2532,EM,35,279,14:34,21:38,158,4,40,57.9,0
CONTONMENT,2541,EM,35,279,05:54,13:02,158,4,40,57.9,0
CONTONMENT,2542,EM,35,279,14:58,22:15,158,4,40,57.9,0
CONTONMENT,2551,EM,35,279,06:20,13:35,158,4,40,57.9,0
CONTONMENT,2552,EM,35,279,15:28,22:46,158,4,40,57.9,0
CONTONMENT,2561,VC,34,47L,05:00,12:15,126,6,21,23.345,0
CONTONMENT,2562,VC,34,47L,13:20,20:30,126,6,21,23.345,0
CONTONMENT,2571,VC,34,47L,05:20,12:40,126,6,21,23.345,0
CONTONMENT,2572,VC,34,47L,14:05,21:25,126,6,21,23.345,0
CONTONMENT,2581,VC,34,47L,05:50,13:10,126,6,21,23.345,0
CONTONMENT,2582,VC,34,47L,14:30,21:40,126,6,21,23.345,0
CONTONMENT,2591,VC,34,47L,06:15,13:30,126,6,21,23.345,0
CONTONMENT,2592,VC,34,47L,14:50,22:00,126,6,21,23.345,0
CONTONMENT,2601,VC,34,47L,06:35,13:55,126,6,21,23.345,0
CONTONMENT,2602,VC,34,47L,15:05,22:20,126,6,21,23.345,0
CONTONMENT,2611,VR,34,219,03:45,10:40,144,4,36,23.345,0
CONTONMENT,2612,VR,34,219,11:40,18:35,144,4,36,23.345,0
CONTONMENT,2621,VR,34,219,04:15,11:10,144,4,36,23.345,0
CONTONMENT,2622,VR,34,219,12:10,19:05,144,4,36,23.345,0
CONTONMENT,2631,VR,34,G23D219,06:05,19:35,315,8,39,23.345,0
CONTONMENT,2641,EA,35,219,05:50,12:10,127,4,32,61,0
CONTONMENT,2642,EA,35,219,14:10,20:30,127,4,32,61,0
CONTONMENT,2651,EA,35,G22EAC219,06:05,21:30,289,7,41,61,0
CONTONMENT,2661,EA,35,G65EAC219,05:40,20:45,247,8,31,61,0
CONTONMENT,2672,VC,34,47L,13:05,10:40,254,12,21,23.345,0
CONTONMENT,2682,VC,34,47L,13:25,11:00,252,12,21,23.345,0
CONTONMENT,2692,CO,60,16A,12:30,10:05,276,12,23,21.04,0
CONTONMENT,2702,CO,60,16A,12:55,10:40,276,12,23,21.04,0
CONTONMENT,2711,SU,60,279,05:00,19:20,320,8,40,22.16,0
CONTONMENT,2722,VC,34,16H/47L,12:20,10:25,268,10,27,23.345,0
CONTONMENT,2732,VC,34,16A/47L,12:45,11:00,268,10,27,23.345,0
CONTONMENT,2742,VC,34,16A/47L,13:15,11:35,268,10,27,23.345,0
CONTONMENT,2752,VC,34,16A/47L,13:55,11:55,268,10,27,23.345,0
CONTONMENT,5011,EB,34,AL,03:15,10:40,170,4,43,33.12,0
CONTONMENT,5012,EB,34,AL,12:55,20:50,170,4,43,33.12,0
CONTONMENT,5021,EB,34,AL,03:55,11:20,170,4,43,33.12,0
CONTONMENT,5022,EB,34,AL,13:35,21:50,170,4,43,33.12,0
CONTONMENT,5031,EB,34,AL,04:35,11:55,170,4,43,33.12,0
CONTONMENT,5032,EB,34,AL,14:15,22:30,170,4,43,33.12,0
CONTONMENT,5041,EB,34,AL,04:55,12:10,170,4,43,33.12,0
CONTONMENT,5042,EB,34,AL,14:55,23:10,170,4,43,33.12,0
CONTONMENT,5051,EB,34,AL,05:15,12:30,170,4,43,33.12,0
CONTONMENT,5052,EB,34,AL,15:35,23:50,170,4,43,33.12,0
CONTONMENT,5061,EB,34,AL,05:35,12:50,170,4,43,33.12,0
CONTONMENT,5062,EB,34,AL,16:15,00:10,170,4,43,33.12,0
CONTONMENT,5071,EB,34,AL,05:55,13:10,170,4,43,33.12,0
CONTONMENT,5072,EB,34,AL,16:55,00:50,170,4,43,33.12,0
CONTONMENT,5081,EB,34,AL,06:15,13:30,170,4,43,33.12,0
CONTONMENT,5082,EB,34,AL,17:15,01:50,170,4,43,33.12,0
CONTONMENT,5091,EB,34,AL,06:35,13:50,170,4,43,33.12,0
CONTONMENT,5092,EB,34,AL,17:55,02:10,170,4,43,33.12,0
CONTONMENT,5101,EB,34,AL,07:15,14:30,170,4,43,33.12,0
CONTONMENT,5102,EB,34,AL,18:35,02:40,170,4,43,33.12,0
CONTONMENT,5111,EB,34,AA,02:55,10:30,157,4,39,33.12,0
CONTONMENT,5112,EB,34,AA,12:25,20:00,154,4,39,33.12,0
CONTONMENT,5121,EB,34,AA,03:55,11:30,157,4,39,33.12,0
CONTONMENT,5122,EB,34,AA,13:25,21:00,154,4,39,33.12,0
CONTONMENT,5131,EB,34,AA,04:55,12:30,157,4,39,33.12,0
CONTONMENT,5132,EB,34,AA,17:55,01:30,154,4,39,33.12,0
CONTONMENT,5141,EB,34,AA,05:55,13:30,157,4,39,33.12,0
CONTONMENT,5142,EB,34,AA,18:55,02:30,154,4,39,33.12,0
CONTONMENT,5151,EB,34,AA,10:25,18:00,157,4,39,33.12,0
CONTONMENT,5152,EB,34,AA,19:55,03:30,154,4,39,33.12,0
CONTONMENT,5161,EB,34,AA,11:25,19:00,157,4,39,33.12,0
CONTONMENT,5162,EB,34,AA,20:55,04:30,154,4,39,33.12,0
CONTONMENT,5181,EB,34,AC,07:15,14:35,167,4,42,33.12,0
CONTONMENT,5182,EB,34,AC,16:30,00:35,167,4,42,33.12,0
CONTONMENT,5211,EB,34,AC,08:25,15:35,167,4,42,33.12,0
CONTONMENT,5212,EB,34,AC,17:30,01:35,167,4,42,33.12,0
CONTONMENT,5221,EB,34,AC,09:25,16:35,167,4,42,33.12,0
CONTONMENT,5222,EB,34,AC,18:30,02:35,167,4,42,33.12,0
CONTONMENT,5231,EB,34,AC,02:25,09:35,167,4,42,33.12,0
CONTONMENT,5232,EB,34,AC,11:30,19:15,167,4,42,33.12,0
CONTONMENT,5241,EB,34,AC,03:25,10:35,167,4,42,33.12,0
CONTONMENT,5242,EB,34,AC,12:30,20:15,167,4,42,33.12,0
CONTONMENT,5251,EB,34,AC,04:25,11:35,167,4,42,33.12,0
